Dia;LinhaProducao;Hora;OEE;Produto;Paradas;TempoTotalParada
14/03/2026;SIG 200/150ML - CFA 112;02:00 - 03:00;73.56%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CM2077 - Falha na Aplicaçăo de Filme Shrink | 999 - Microparada;0:09:42.463
14/03/2026;SIG 200/150ML - CFA 112;03:00 - 04:00;73.23%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CO2112 -                                      Troca de Datas | CM2077 - Falha na Aplicaçăo de Filme Shrink | CM2043 - Falha no encaixotamento;0:18:45.090
14/03/2026;SIG 200/150ML - CFA 112;04:00 - 05:00;80.66%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CM2043 - Falha no encaixotamento | CM2077 - Falha na Aplicaçăo de Filme Shrink;0:06:55.854
14/03/2026;SIG 200/150ML - CFA 112;05:00 - 06:00;86.14%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CM2043 - Falha no encaixotamento;0:02:31.744
14/03/2026;SIG 200/150ML - CFA 112;06:00 - 07:00;82.76%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CM2043 - Falha no encaixotamento;0:04:50.987
14/03/2026;SIG 200/150ML - CFA 112;07:00 - 08:00;63.27%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CM2017 - Falha na Transferęncia para esteira | CM2043 - Falha no encaixotamento;0:17:20.481
14/03/2026;SIG 200/150ML - CFA 112;08:00 - 09:00;59.59%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CM2077 - Falha na Aplicaçăo de Filme Shrink | CM2017 - Falha na Transferęncia para esteira | 999 - Microparada;0:18:42.208
14/03/2026;SIG 200/150ML - CFA 112;09:00 - 10:00;69.67%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;999999999 - Parada Nao Informada | CM2017 - Falha na Transferęncia para esteira | CM2077 - Falha na Aplicaçăo de Filme Shrink;0:12:35.784
14/03/2026;SIG 200/150ML - CFA 112;10:00 - 11:00;86.30%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CZ2008 -                                      CIP Final Produçăo;0:53:11.193
14/03/2026;SIG 200/150ML - CFA 112;11:00 - 12:00;0.00%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CZ2008 -                                      CIP Final Produçăo;1:00:00.000
14/03/2026;SIG 200/150ML - CFA 112;12:00 - 13:00;0.00%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CZ2008 -                                      CIP Final Produçăo | CP2001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;SIG 200/150ML - CFA 112;13:00 - 14:00;0.00%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CP2001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;SIG 200/150ML - CFA 112;14:00 - 15:00;0.00%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CP2001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;SIG 200/150ML - CFA 112;15:00 - 15:04;0.00%;060101201030 - REFRESCO SABORIZADO UVA M DAFRUTA PPB 27X200ML;CP2001 -                                      Sem Demanda de Produçăo;0:04:46.593
14/03/2026;PET 500/1000ml;00:00 - 01:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;01:00 - 02:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;02:00 - 03:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;03:00 - 04:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;04:00 - 05:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;05:00 - 06:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;06:00 - 07:00;6.02%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo | 999 - Microparada;0:59:48.400
14/03/2026;PET 500/1000ml;07:00 - 08:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;08:00 - 09:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;09:00 - 10:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;10:00 - 11:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;11:00 - 12:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;12:00 - 13:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;13:00 - 14:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;14:00 - 15:00;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;PET 500/1000ml;15:00 - 15:04;0.00%;070200801003 - SUCO MARACUJA DAFRUTA 12X500 PET LIBERTY;CP1001 -                                      Sem Demanda de Produçăo;0:04:48.640
14/03/2026;SIG 1000/750ML;00:00 - 01:00;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CZ3001 -                                      Parada por Horário de Refeiçăo | CA3008 -                                       Falta de Adesivo aplicadora de tampas | CO3108 -                             Setup - Testes Operacionais;1:00:00.000
14/03/2026;SIG 1000/750ML;01:00 - 02:00;17.94%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CZ3001 -                                      Parada por Horário de Refeiçăo | CM3028 - Falha na aplicaçăo de tampas | CM3043 - Falha no encaixotamento | 999999999 - Parada Nao Informada | 999 - Microparada;0:51:02.224
14/03/2026;SIG 1000/750ML;02:00 - 03:00;39.30%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CM3028 - Falha na aplicaçăo de tampas | CM3043 - Falha no encaixotamento;0:17:53.897
14/03/2026;SIG 1000/750ML;03:00 - 04:00;37.50%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CM3028 - Falha na aplicaçăo de tampas | CM3043 - Falha no encaixotamento | 999999999 - Parada Nao Informada | 999 - Microparada;0:18:54.685
14/03/2026;SIG 1000/750ML;04:00 - 05:00;45.47%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CO3098 -                                      Setup - Enxague | CR3181 -                                      Setup - Entrada de Suco | CM3028 - Falha na aplicaçăo de tampas | CO3108 -                             Setup - Testes Operacionais | 999 - Microparada;0:35:28.576
14/03/2026;SIG 1000/750ML;05:00 - 06:00;34.21%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CM3028 - Falha na aplicaçăo de tampas | CR3181 -                                      Setup - Entrada de Suco;0:26:39.584
14/03/2026;SIG 1000/750ML;06:00 - 07:00;24.28%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;999999999 - Parada Nao Informada | CM3043 - Falha no encaixotamento | 999 - Microparada;0:32:17.680
14/03/2026;SIG 1000/750ML;07:00 - 08:00;46.11%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CM3043 - Falha no encaixotamento | 999999999 - Parada Nao Informada;0:10:33.571
14/03/2026;SIG 1000/750ML;08:00 - 09:00;36.22%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CM3041 - Falha na separaçăo de embalagens | CM3043 - Falha no encaixotamento | 999 - Microparada;0:20:53.604
14/03/2026;SIG 1000/750ML;09:00 - 10:00;47.74%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CZ3008 -                                      CIP Final Produçăo | CM3041 - Falha na separaçăo de embalagens;0:21:33.184
14/03/2026;SIG 1000/750ML;10:00 - 11:00;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CZ3008 -                                      CIP Final Produçăo;1:00:00.000
14/03/2026;SIG 1000/750ML;11:00 - 12:00;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CZ3008 -                                      CIP Final Produçăo;1:00:00.000
14/03/2026;SIG 1000/750ML;12:00 - 13:00;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CZ3008 -                                      CIP Final Produçăo;1:00:00.000
14/03/2026;SIG 1000/750ML;13:00 - 14:00;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CP3001 -                                      Sem Demanda de Produçăo | CZ3008 -                                      CIP Final Produçăo;1:00:00.000
14/03/2026;SIG 1000/750ML;14:00 - 15:00;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CP3001 -                                      Sem Demanda de Produçăo;1:00:00.000
14/03/2026;SIG 1000/750ML;15:00 - 15:04;0.00%;060105302014 - NATURAL TEA CHA BRANCO PITAYA E AMORA 12X1000ML;CP3001 -                                      Sem Demanda de Produçăo;0:04:49.373
14/03/2026;PET ZEGLA;00:00 - 01:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DU1013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;PET ZEGLA;01:00 - 02:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DU1013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;PET ZEGLA;02:00 - 03:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DU1013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;PET ZEGLA;03:00 - 04:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DU1013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;PET ZEGLA;04:00 - 05:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DU1013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;PET ZEGLA;05:00 - 06:00;49.32%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DU1013 -         Falta de energia (Conssecionária) | DR1181 -                                     Setup - Entrada de suco | DM1073 -                                      Falha na Desaeraçăo | DO1005 - Falha no Enchimento (Volume);0:57:13.587
14/03/2026;PET ZEGLA;06:00 - 07:00;54.92%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DM1025 - Falha no corte do rótulo | 999999999 - Parada Nao Informada | DM1051 - Falha no Transporte de Entrada do Robô | 999 - Microparada | DM1073 -                                      Falha na Desaeraçăo;0:21:44.932
14/03/2026;PET ZEGLA;07:00 - 08:00;35.96%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DM1088 - Falha na transferęncia de tampas para aplicaçăo na garrafa | DM1020 - Falha no Transporte de Saída da Enchedora | 999999999 - Parada Nao Informada | DM1025 - Falha no corte do rótulo | 999 - Microparada;0:35:22.863
14/03/2026;PET ZEGLA;08:00 - 09:00;63.12%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DO1051 - Falha no Transporte de Entrada do Robô | 999999999 - Parada Nao Informada | 999 - Microparada;0:16:15.718
14/03/2026;PET ZEGLA;09:00 - 10:00;72.20%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;999999999 - Parada Nao Informada | DM1032 - Falha no acúmulo de garrafas | DQ1011 -                          Pré-Forma com Defeito | 999 - Microparada;0:13:58.584
14/03/2026;PET ZEGLA;10:00 - 11:00;90.94%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DQ1011 -                          Pré-Forma com Defeito;0:58:18.330
14/03/2026;PET ZEGLA;11:00 - 12:00;73.28%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DO1098 -                                     Setup - Enxague | 999 - Microparada;0:48:36.886
14/03/2026;PET ZEGLA;12:00 - 13:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DO1098 -                                     Setup - Enxague;1:00:00.000
14/03/2026;PET ZEGLA;13:00 - 14:00;0.00%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DR1084 -                                     Aguardando Formulaçăo | DO1125 -       Setup - Entrada de Suco | DO1098 -                                     Setup - Enxague;1:00:00.000
14/03/2026;PET ZEGLA;14:00 - 14:20;14.92%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;999999999 - Parada Nao Informada | DO1125 -       Setup - Entrada de Suco | DM1005 - Falha no Enchimento (Volume);0:17:08.441
14/03/2026;PET ZEGLA;14:20 - 15:00;8.21%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DM1005 - Falha no Enchimento (Volume) | 999999999 - Parada Nao Informada | 999 - Microparada | DO1005 - Falha no Enchimento (Volume);0:36:03.843
14/03/2026;PET ZEGLA;15:00 - 15:04;45.26%;060201209002 - CONC. LIQ. P/ REF. 6X1 UVA;DM1005 - Falha no Enchimento (Volume);0:02:33.247
14/03/2026;CONCENTRADOR CITROTEC;00:00 - 01:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CO7035 -                           CIP SODA E ÁCIDO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;01:00 - 02:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CO7035 -                           CIP SODA E ÁCIDO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;02:00 - 03:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CO7035 -                           CIP SODA E ÁCIDO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;03:00 - 04:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CO7035 -                           CIP SODA E ÁCIDO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;04:00 - 05:00;9.82%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CO7035 -                           CIP SODA E ÁCIDO | 999 - Microparada;0:01:41.223
14/03/2026;CONCENTRADOR CITROTEC;05:00 - 06:00;9.82%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;999 - Microparada;0:00:04.085
14/03/2026;CONCENTRADOR CITROTEC;06:00 - 07:00;9.82%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;999 - Microparada;0:00:03.932
14/03/2026;CONCENTRADOR CITROTEC;07:00 - 08:00;9.82%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;999 - Microparada;0:00:04.061
14/03/2026;CONCENTRADOR CITROTEC;08:00 - 09:00;9.82%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO | 999 - Microparada;0:26:29.451
14/03/2026;CONCENTRADOR CITROTEC;09:00 - 10:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;10:00 - 11:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;11:00 - 12:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;12:00 - 13:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;13:00 - 14:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;14:00 - 15:00;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;1:00:00.000
14/03/2026;CONCENTRADOR CITROTEC;15:00 - 15:05;0.00%;031200300003 - SUCO CAJU CONC 35 BRIX C.C MI;CP7001 -                           SEM DEMANDA DE PRODUÇĂO;0:04:56.717
14/03/2026;LINHA-TETRA-200;00:00 - 01:00;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DU2013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;LINHA-TETRA-200;01:00 - 02:00;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DU2013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;LINHA-TETRA-200;02:00 - 03:00;55.50%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DM2151 - Falha na formaçăo da caixa | DU2013 -         Falta de energia (Conssecionária);0:32:56.106
14/03/2026;LINHA-TETRA-200;03:00 - 04:00;14.26%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DM2151 - Falha na formaçăo da caixa;0:51:17.313
14/03/2026;LINHA-TETRA-200;04:00 - 05:00;35.01%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DM2151 - Falha na formaçăo da caixa;0:38:56.343
14/03/2026;LINHA-TETRA-200;05:00 - 06:00;69.36%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DO2181 -                           CIP Soda | 999999999 - Parada Nao Informada;0:32:54.230
14/03/2026;LINHA-TETRA-200;06:00 - 07:00;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DO2181 -                           CIP Soda;1:00:00.000
14/03/2026;LINHA-TETRA-200;07:00 - 08:00;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DO2181 -                           CIP Soda;1:00:00.000
14/03/2026;LINHA-TETRA-200;08:00 - 09:00;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DO2181 -                           CIP Soda | DU2009 -                        Esterilizaçăo imprevista por utilidades;1:00:00.000
14/03/2026;LINHA-TETRA-200;09:00 - 10:00;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DU2009 -                        Esterilizaçăo imprevista por utilidades;1:00:00.000
14/03/2026;LINHA-TETRA-200;10:00 - 11:00;99.55%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DU2009 -                        Esterilizaçăo imprevista por utilidades;0:42:19.107
14/03/2026;LINHA-TETRA-200;11:00 - 12:00;33.88%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DM2185 - Falha na aranha | DM2063 - Falha na aplicaçăo do filme stretch | 999 - Microparada;0:39:00.802
14/03/2026;LINHA-TETRA-200;12:00 - 13:00;65.07%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DE2151 - Falha na formaçăo da caixa | DM2063 - Falha na aplicaçăo do filme stretch;0:20:33.147
14/03/2026;LINHA-TETRA-200;13:00 - 14:00;85.92%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DE2159 - Falha na barra de selagem do filme;0:08:01.766
14/03/2026;LINHA-TETRA-200;14:00 - 14:20;0.00%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DE2159 - Falha na barra de selagem do filme;0:20:00.000
14/03/2026;LINHA-TETRA-200;14:20 - 15:05;99.07%;060100601030 - REFRESCO SABORIZADO LARANJA M DAFRUTA PPB 27X200ML;DE2159 - Falha na barra de selagem do filme;0:00:00.660
14/03/2026;LINHA TETRA 1000 ML;00:00 - 01:00;0.00%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DU3013 -         Falta de energia (Conssecionária);1:00:00.000
14/03/2026;LINHA TETRA 1000 ML;01:00 - 02:00;0.48%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DU3013 -         Falta de energia (Conssecionária) | DM3181 - Falha na dobradora final;0:59:41.989
14/03/2026;LINHA TETRA 1000 ML;02:00 - 03:00;5.29%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3181 - Falha na dobradora final | DM3137 - Falha no acúmulo de caixas | DM3193 - Falha de posicionamento da tampa | 999999999 - Parada Nao Informada | 999 - Microparada;0:55:50.400
14/03/2026;LINHA TETRA 1000 ML;03:00 - 04:00;9.67%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas | DM3181 - Falha na dobradora final | DM3193 - Falha de posicionamento da tampa;0:53:41.890
14/03/2026;LINHA TETRA 1000 ML;04:00 - 05:00;0.84%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas;0:59:18.616
14/03/2026;LINHA TETRA 1000 ML;05:00 - 06:00;4.17%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas;0:57:15.554
14/03/2026;LINHA TETRA 1000 ML;06:00 - 07:00;6.86%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas;0:55:38.027
14/03/2026;LINHA TETRA 1000 ML;07:00 - 08:00;6.39%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas | 999 - Microparada;0:55:34.810
14/03/2026;LINHA TETRA 1000 ML;08:00 - 09:00;38.23%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas | 999 - Microparada;0:36:33.750
14/03/2026;LINHA TETRA 1000 ML;09:00 - 10:00;29.30%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3151 - Falha na formaçăo da caixa | DM3183 - Falha no sistema de mandíbulas;0:42:00.964
14/03/2026;LINHA TETRA 1000 ML;10:00 - 11:00;22.21%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas | DM3151 - Falha na formaçăo da caixa;0:46:27.730
14/03/2026;LINHA TETRA 1000 ML;11:00 - 12:00;0.00%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas;1:00:00.000
14/03/2026;LINHA TETRA 1000 ML;12:00 - 13:00;17.77%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;DM3183 - Falha no sistema de mandíbulas;0:49:05.127
14/03/2026;LINHA TETRA 1000 ML;13:00 - 14:00;39.55%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;999999999 - Parada Nao Informada | DM3183 - Falha no sistema de mandíbulas;0:35:42.270
14/03/2026;LINHA TETRA 1000 ML;14:00 - 14:20;99.99%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;;0:00:00.000
14/03/2026;LINHA TETRA 1000 ML;14:20 - 15:05;89.65%;060100301018 - NECTAR CAJU DAFRUTA REFORMULACAO 12X1000ML;999999999 - Parada Nao Informada | 999 - Microparada;0:03:38.059
